"Id","ActivityHour","Calories","period"
1503960366,"2016-03-22 18:00:00",109,"march-april"
1503960366,"2016-03-22 19:00:00",120,"march-april"
1503960366,"2016-03-22 20:00:00",83,"march-april"
1503960366,"2016-03-22 21:00:00",74,"march-april"
1503960366,"2016-03-22 22:00:00",265,"march-april"
1503960366,"2016-03-22 23:00:00",71,"march-april"
1503960366,"2016-03-23 00:00:00",53,"march-april"
1503960366,"2016-03-23 01:00:00",53,"march-april"
1503960366,"2016-03-23 02:00:00",54,"march-april"
1503960366,"2016-03-23 03:00:00",47,"march-april"
1503960366,"2016-03-23 04:00:00",47,"march-april"
1503960366,"2016-03-23 05:00:00",48,"march-april"
1503960366,"2016-03-23 06:00:00",48,"march-april"
1503960366,"2016-03-23 07:00:00",56,"march-april"
1503960366,"2016-03-23 08:00:00",89,"march-april"
1503960366,"2016-03-23 09:00:00",133,"march-april"
1503960366,"2016-03-23 10:00:00",85,"march-april"
1503960366,"2016-03-23 11:00:00",83,"march-april"
1503960366,"2016-03-23 12:00:00",81,"march-april"
1503960366,"2016-03-23 13:00:00",114,"march-april"
1503960366,"2016-03-23 14:00:00",176,"march-april"
1503960366,"2016-03-23 15:00:00",71,"march-april"
1503960366,"2016-03-23 16:00:00",81,"march-april"
1503960366,"2016-03-23 17:00:00",78,"march-april"
1503960366,"2016-03-23 18:00:00",70,"march-april"
1503960366,"2016-03-23 19:00:00",183,"march-april"
1503960366,"2016-03-23 20:00:00",113,"march-april"
1503960366,"2016-03-23 21:00:00",57,"march-april"
1503960366,"2016-03-23 22:00:00",65,"march-april"
1503960366,"2016-03-23 23:00:00",81,"march-april"
1503960366,"2016-03-24 00:00:00",82,"march-april"
1503960366,"2016-03-24 01:00:00",48,"march-april"
1503960366,"2016-03-24 02:00:00",50,"march-april"
1503960366,"2016-03-24 03:00:00",49,"march-april"
1503960366,"2016-03-24 04:00:00",47,"march-april"
1503960366,"2016-03-24 05:00:00",49,"march-april"
1503960366,"2016-03-24 06:00:00",48,"march-april"
1503960366,"2016-03-24 07:00:00",52,"march-april"
1503960366,"2016-03-24 08:00:00",100,"march-april"
1503960366,"2016-03-24 09:00:00",149,"march-april"
1503960366,"2016-03-24 10:00:00",66,"march-april"
1503960366,"2016-03-24 11:00:00",63,"march-april"
1503960366,"2016-03-24 12:00:00",115,"march-april"
1503960366,"2016-03-24 13:00:00",104,"march-april"
1503960366,"2016-03-24 14:00:00",123,"march-april"
1503960366,"2016-03-24 15:00:00",84,"march-april"
1503960366,"2016-03-24 16:00:00",84,"march-april"
1503960366,"2016-03-24 17:00:00",84,"march-april"
1503960366,"2016-03-24 18:00:00",61,"march-april"
1503960366,"2016-03-24 19:00:00",59,"march-april"
1503960366,"2016-03-24 20:00:00",225,"march-april"
1503960366,"2016-03-24 21:00:00",114,"march-april"
1503960366,"2016-03-24 22:00:00",64,"march-april"
1503960366,"2016-03-24 23:00:00",71,"march-april"
1503960366,"2016-03-25 00:00:00",53,"march-april"
1503960366,"2016-03-25 01:00:00",58,"march-april"
1503960366,"2016-03-25 02:00:00",49,"march-april"
1503960366,"2016-03-25 03:00:00",49,"march-april"
1503960366,"2016-03-25 04:00:00",48,"march-april"
1503960366,"2016-03-25 05:00:00",48,"march-april"
1503960366,"2016-03-25 06:00:00",48,"march-april"
1503960366,"2016-03-25 07:00:00",52,"march-april"
1503960366,"2016-03-25 08:00:00",90,"march-april"
1503960366,"2016-03-25 09:00:00",125,"march-april"
1503960366,"2016-03-25 10:00:00",76,"march-april"
1503960366,"2016-03-25 11:00:00",111,"march-april"
1503960366,"2016-03-25 12:00:00",61,"march-april"
1503960366,"2016-03-25 13:00:00",63,"march-april"
1503960366,"2016-03-25 14:00:00",77,"march-april"
1503960366,"2016-03-25 15:00:00",54,"march-april"
1503960366,"2016-03-25 16:00:00",82,"march-april"
1503960366,"2016-03-25 17:00:00",77,"march-april"
1503960366,"2016-03-25 18:00:00",70,"march-april"
1503960366,"2016-03-25 19:00:00",62,"march-april"
1503960366,"2016-03-25 20:00:00",171,"march-april"
1503960366,"2016-03-25 21:00:00",164,"march-april"
1503960366,"2016-03-25 22:00:00",69,"march-april"
1503960366,"2016-03-25 23:00:00",62,"march-april"
1503960366,"2016-03-26 00:00:00",53,"march-april"
1503960366,"2016-03-26 01:00:00",63,"march-april"
1503960366,"2016-03-26 02:00:00",47,"march-april"
1503960366,"2016-03-26 03:00:00",51,"march-april"
1503960366,"2016-03-26 04:00:00",48,"march-april"
1503960366,"2016-03-26 05:00:00",48,"march-april"
1503960366,"2016-03-26 06:00:00",48,"march-april"
1503960366,"2016-03-26 07:00:00",48,"march-april"
1503960366,"2016-03-26 08:00:00",48,"march-april"
1503960366,"2016-03-26 09:00:00",58,"march-april"
1503960366,"2016-03-26 10:00:00",82,"march-april"
1503960366,"2016-03-26 11:00:00",62,"march-april"
1503960366,"2016-03-26 12:00:00",69,"march-april"
1503960366,"2016-03-26 13:00:00",82,"march-april"
1503960366,"2016-03-26 14:00:00",92,"march-april"
1503960366,"2016-03-26 15:00:00",103,"march-april"
1503960366,"2016-03-26 16:00:00",304,"march-april"
1503960366,"2016-03-26 17:00:00",197,"march-april"
1503960366,"2016-03-26 18:00:00",226,"march-april"
1503960366,"2016-03-26 19:00:00",75,"march-april"
1503960366,"2016-03-26 20:00:00",71,"march-april"
1503960366,"2016-03-26 21:00:00",76,"march-april"
1503960366,"2016-03-26 22:00:00",110,"march-april"
1503960366,"2016-03-26 23:00:00",93,"march-april"
1503960366,"2016-03-27 00:00:00",52,"march-april"
1503960366,"2016-03-27 01:00:00",56,"march-april"
1503960366,"2016-03-27 02:00:00",47,"march-april"
1503960366,"2016-03-27 03:00:00",48,"march-april"
1503960366,"2016-03-27 04:00:00",47,"march-april"
1503960366,"2016-03-27 05:00:00",48,"march-april"
1503960366,"2016-03-27 06:00:00",49,"march-april"
1503960366,"2016-03-27 07:00:00",50,"march-april"
1503960366,"2016-03-27 08:00:00",48,"march-april"
1503960366,"2016-03-27 09:00:00",81,"march-april"
1503960366,"2016-03-27 10:00:00",299,"march-april"
1503960366,"2016-03-27 11:00:00",67,"march-april"
1503960366,"2016-03-27 12:00:00",61,"march-april"
1503960366,"2016-03-27 13:00:00",96,"march-april"
1503960366,"2016-03-27 14:00:00",95,"march-april"
1503960366,"2016-03-27 15:00:00",66,"march-april"
1503960366,"2016-03-27 16:00:00",61,"march-april"
1503960366,"2016-03-27 17:00:00",76,"march-april"
1503960366,"2016-03-27 18:00:00",92,"march-april"
1503960366,"2016-03-27 19:00:00",191,"march-april"
1503960366,"2016-03-27 20:00:00",84,"march-april"
1503960366,"2016-03-27 21:00:00",90,"march-april"
1503960366,"2016-03-27 22:00:00",76,"march-april"
1503960366,"2016-03-27 23:00:00",63,"march-april"
1503960366,"2016-03-28 00:00:00",63,"march-april"
1503960366,"2016-03-28 01:00:00",50,"march-april"
1503960366,"2016-03-28 02:00:00",47,"march-april"
1503960366,"2016-03-28 03:00:00",47,"march-april"
1503960366,"2016-03-28 04:00:00",47,"march-april"
1503960366,"2016-03-28 05:00:00",47,"march-april"
1503960366,"2016-03-28 06:00:00",47,"march-april"
1503960366,"2016-03-28 07:00:00",47,"march-april"
1503960366,"2016-03-28 08:00:00",55,"march-april"
1503960366,"2016-03-28 09:00:00",140,"march-april"
1503960366,"2016-03-28 10:00:00",68,"march-april"
1503960366,"2016-03-28 11:00:00",70,"march-april"
1503960366,"2016-03-28 12:00:00",69,"march-april"
1503960366,"2016-03-28 13:00:00",207,"march-april"
1503960366,"2016-03-28 14:00:00",105,"march-april"
1503960366,"2016-03-28 15:00:00",72,"march-april"
1503960366,"2016-03-28 16:00:00",68,"march-april"
1503960366,"2016-03-28 17:00:00",71,"march-april"
1503960366,"2016-03-28 18:00:00",78,"march-april"
1503960366,"2016-03-28 19:00:00",209,"march-april"
1503960366,"2016-03-28 20:00:00",99,"march-april"
1503960366,"2016-03-28 21:00:00",62,"march-april"
1503960366,"2016-03-28 22:00:00",69,"march-april"
1503960366,"2016-03-28 23:00:00",94,"march-april"
1503960366,"2016-03-29 00:00:00",51,"march-april"
1503960366,"2016-03-29 01:00:00",68,"march-april"
1503960366,"2016-03-29 02:00:00",50,"march-april"
1503960366,"2016-03-29 03:00:00",48,"march-april"
1503960366,"2016-03-29 04:00:00",47,"march-april"
1503960366,"2016-03-29 05:00:00",49,"march-april"
1503960366,"2016-03-29 06:00:00",49,"march-april"
1503960366,"2016-03-29 07:00:00",52,"march-april"
1503960366,"2016-03-29 08:00:00",65,"march-april"
1503960366,"2016-03-29 09:00:00",132,"march-april"
1503960366,"2016-03-29 10:00:00",84,"march-april"
1503960366,"2016-03-29 11:00:00",102,"march-april"
1503960366,"2016-03-29 12:00:00",62,"march-april"
1503960366,"2016-03-29 13:00:00",113,"march-april"
1503960366,"2016-03-29 14:00:00",65,"march-april"
1503960366,"2016-03-29 15:00:00",79,"march-april"
1503960366,"2016-03-29 16:00:00",80,"march-april"
1503960366,"2016-03-29 17:00:00",74,"march-april"
1503960366,"2016-03-29 18:00:00",90,"march-april"
1503960366,"2016-03-29 19:00:00",82,"march-april"
1503960366,"2016-03-29 20:00:00",214,"march-april"
1503960366,"2016-03-29 21:00:00",105,"march-april"
1503960366,"2016-03-29 22:00:00",47,"march-april"
1503960366,"2016-03-29 23:00:00",79,"march-april"
1503960366,"2016-03-30 00:00:00",47,"march-april"
1503960366,"2016-03-30 01:00:00",47,"march-april"
1503960366,"2016-03-30 02:00:00",47,"march-april"
1503960366,"2016-03-30 03:00:00",47,"march-april"
1503960366,"2016-03-30 04:00:00",47,"march-april"
1503960366,"2016-03-30 05:00:00",47,"march-april"
1503960366,"2016-03-30 06:00:00",47,"march-april"
1503960366,"2016-03-30 07:00:00",47,"march-april"
1503960366,"2016-03-30 08:00:00",49,"march-april"
1503960366,"2016-03-30 09:00:00",117,"march-april"
1503960366,"2016-03-30 10:00:00",74,"march-april"
1503960366,"2016-03-30 11:00:00",78,"march-april"
1503960366,"2016-03-30 12:00:00",152,"march-april"
1503960366,"2016-03-30 13:00:00",59,"march-april"
1503960366,"2016-03-30 14:00:00",77,"march-april"
1503960366,"2016-03-30 15:00:00",71,"march-april"
1503960366,"2016-03-30 16:00:00",62,"march-april"
1503960366,"2016-03-30 17:00:00",58,"march-april"
1503960366,"2016-03-30 18:00:00",175,"march-april"
1503960366,"2016-03-30 19:00:00",128,"march-april"
1503960366,"2016-03-30 20:00:00",120,"march-april"
1503960366,"2016-03-30 21:00:00",94,"march-april"
1503960366,"2016-03-30 22:00:00",55,"march-april"
1503960366,"2016-03-30 23:00:00",74,"march-april"
1503960366,"2016-03-31 00:00:00",65,"march-april"
1503960366,"2016-03-31 01:00:00",47,"march-april"
1503960366,"2016-03-31 02:00:00",59,"march-april"
1503960366,"2016-03-31 03:00:00",48,"march-april"
1503960366,"2016-03-31 04:00:00",48,"march-april"
1503960366,"2016-03-31 05:00:00",48,"march-april"
1503960366,"2016-03-31 06:00:00",47,"march-april"
1503960366,"2016-03-31 07:00:00",53,"march-april"
1503960366,"2016-03-31 08:00:00",63,"march-april"
1503960366,"2016-03-31 09:00:00",135,"march-april"
1503960366,"2016-03-31 10:00:00",76,"march-april"
1503960366,"2016-03-31 11:00:00",59,"march-april"
1503960366,"2016-03-31 12:00:00",74,"march-april"
1503960366,"2016-03-31 13:00:00",79,"march-april"
1503960366,"2016-03-31 14:00:00",92,"march-april"
1503960366,"2016-03-31 15:00:00",107,"march-april"
1503960366,"2016-03-31 16:00:00",65,"march-april"
1503960366,"2016-03-31 17:00:00",68,"march-april"
1503960366,"2016-03-31 18:00:00",69,"march-april"
1503960366,"2016-03-31 19:00:00",66,"march-april"
1503960366,"2016-03-31 20:00:00",124,"march-april"
1503960366,"2016-03-31 21:00:00",109,"march-april"
1503960366,"2016-03-31 22:00:00",81,"march-april"
1503960366,"2016-03-31 23:00:00",208,"march-april"
1503960366,"2016-04-01 00:00:00",57,"march-april"
1503960366,"2016-04-01 01:00:00",52,"march-april"
1503960366,"2016-04-01 02:00:00",53,"march-april"
1503960366,"2016-04-01 03:00:00",56,"march-april"
1503960366,"2016-04-01 04:00:00",47,"march-april"
1503960366,"2016-04-01 05:00:00",47,"march-april"
1503960366,"2016-04-01 06:00:00",47,"march-april"
1503960366,"2016-04-01 07:00:00",53,"march-april"
1503960366,"2016-04-01 08:00:00",71,"march-april"
1503960366,"2016-04-01 09:00:00",70,"march-april"
1503960366,"2016-04-01 10:00:00",60,"march-april"
1503960366,"2016-04-01 11:00:00",58,"march-april"
1503960366,"2016-04-01 12:00:00",55,"march-april"
1503960366,"2016-04-01 13:00:00",52,"march-april"
1503960366,"2016-04-01 14:00:00",68,"march-april"
1503960366,"2016-04-01 15:00:00",66,"march-april"
1503960366,"2016-04-01 16:00:00",76,"march-april"
1503960366,"2016-04-01 17:00:00",56,"march-april"
1503960366,"2016-04-01 18:00:00",65,"march-april"
1503960366,"2016-04-01 19:00:00",55,"march-april"
1503960366,"2016-04-01 20:00:00",172,"march-april"
1503960366,"2016-04-01 21:00:00",186,"march-april"
1503960366,"2016-04-01 22:00:00",224,"march-april"
1503960366,"2016-04-01 23:00:00",119,"march-april"
1503960366,"2016-04-02 00:00:00",69,"march-april"
1503960366,"2016-04-02 01:00:00",47,"march-april"
1503960366,"2016-04-02 02:00:00",48,"march-april"
1503960366,"2016-04-02 03:00:00",58,"march-april"
1503960366,"2016-04-02 04:00:00",48,"march-april"
1503960366,"2016-04-02 05:00:00",49,"march-april"
1503960366,"2016-04-02 06:00:00",48,"march-april"
1503960366,"2016-04-02 07:00:00",56,"march-april"
1503960366,"2016-04-02 08:00:00",52,"march-april"
1503960366,"2016-04-02 09:00:00",58,"march-april"
1503960366,"2016-04-02 10:00:00",57,"march-april"
1503960366,"2016-04-02 11:00:00",76,"march-april"
1503960366,"2016-04-02 12:00:00",55,"march-april"
